,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,154.21563720703125,22622100
1,2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,152.29539489746094,21116200
2,2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,152.68905639648438,20813700
3,2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,151.29685974121094,21634100
4,2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,153.7068328857422,27746500
5,2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,155.62704467773438,21385000
6,2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,154.90695190429688,20725900
7,2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.7696075439453,21626500
8,2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.66546630859375,23477400
9,2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,156.67356872558594,21417900
10,2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,159.5443878173828,23865400
11,2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,160.43728637695312,34371700
12,2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,159.86123657226562,29517200
13,2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,159.0931396484375,24138800
14,2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,160.07244873046875,19680800
15,2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,158.45941162109375,24918100
16,2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,155.80947875976562,32078100
17,2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,158.86270141601562,24899900
18,2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.3397979736328,34754500
19,2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,165.89080810546875,51597500
20,2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,163.4425506591797,36142700
21,2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,167.42701721191406,30107000
22,2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,172.9381561279297,36433300
23,2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,172.72691345214844,39186300
24,2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,176.30819702148438,27751400
25,2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,176.5578155517578,33529100
26,2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,181.17604064941406,35844300
27,2020-02-11,190.64999389648438,190.6999969482422,183.5,184.44000244140625,177.08590698242188,53159900
28,2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,177.3451385498047,47062900
29,2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,176.385009765625,35295800
30,2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,177.95962524414062,23149500
31,2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,179.7646484375,27792200
32,2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,180.30377197265625,29997500
33,2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,177.5503387451172,36862400
34,2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,171.93748474121094,48572600
35,2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,164.52435302734375,68311100
36,2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,161.80935668945312,68073300
37,2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,163.83119201660156,56206100
38,2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.28775024414062,93174900
39,2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,155.97512817382812,97012700
40,2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.3535614013672,71030800
41,2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.3819580078125,71677000
42,2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,164.19700622558594,49814400
43,2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.07644653320312,47817300
44,2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,155.551513671875,72821100
45,2020-03-09,151.0,157.75,150.0,150.6199951171875,145.00938415527344,70419300
46,2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,154.9257049560547,65354400
47,2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,147.9072723388672,56371600
48,2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,133.87998962402344,93226400
49,2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,152.91358947753906,92727400
50,2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,130.3756103515625,87905900
51,2020-03-17,140.0,147.5,135.0,146.57000732421875,141.11026000976562,81059800
52,2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,135.1700439453125,81593200
53,2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.39402770996094,85922700
54,2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.2336883544922,84866200
55,2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,130.91470336914062,78975200
56,2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,142.8143310546875,82516700
57,2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,141.44723510742188,75638200
58,2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,150.29486083984375,64568100
59,2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.12364196777344,57042300
60,2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,154.26141357421875,63420300
